Stock quote and option quote for SPY on 12/1/25 10:00:29

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
681.53,D,-1.86,681.51,Q,681.53,Q,320 x 280,"17,840,712",678.81,681.86,678.74

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
97,1.07%,<empty>,1.831,Q,9/19/25,689.70,481.80,"1,024,182,000",1.009

1 DEC 25  (0)  100 (Weeklys)
,,Volume,Open.Int,%Change,Delta,Gamma,Impl Vol,Intrinsic,Net Chng,Prob.ITM,ROR,Rho,Theta,Vega,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,%Change,Delta,Gamma,Impl Vol,Intrinsic,Net Chng,Prob.ITM,ROR,Rho,Theta,Vega,,
,,0,"1,777",0.00%,.62,.01,16.80%,7.53,0,60.85%,<empty>,.21,-.27,.59,14.43,S,14.73,E,19 DEC 25,674,6.38,D,6.40,W,3,"1,660",+14.00%,-.37,.02,15.83%,0,+.85,38.42%,0.96%,-.13,-.24,.59,,
,,0,"19,149",0.00%,.61,.01,16.56%,6.53,0,59.51%,<empty>,.21,-.27,.59,13.74,W,13.93,W,19 DEC 25,675,6.68,S,6.70,I,48,"18,541",+3.91%,-.38,.02,15.67%,0,+.25,39.89%,1.00%,-.14,-.25,.59,,
,,0,"2,849",0.00%,.59,.02,16.34%,5.53,0,58.10%,<empty>,.20,-.26,.60,12.99,E,13.25,W,19 DEC 25,676,6.99,W,7.01,U,0,"3,190",0.00%,-.40,.02,15.51%,0,0,41.40%,1.05%,-.14,-.25,.60,,
,,1,"2,369",-9.43%,.58,.02,16.12%,4.53,-1.23,56.66%,<empty>,.20,-.26,.61,12.29,E,12.53,T,19 DEC 25,677,7.31,W,7.33,B,2,"1,207",-0.82%,-.42,.02,15.35%,0,-.06,42.94%,1.09%,-.15,-.25,.60,,
,,0,"2,756",0.00%,.56,.02,15.92%,3.53,0,55.15%,<empty>,.19,-.26,.61,11.61,E,11.86,E,19 DEC 25,678,7.65,I,7.67,W,10,"1,998",+24.13%,-.43,.02,15.19%,0,+1.74,44.54%,1.14%,-.15,-.24,.61,,
,,12,"2,380",-17.00%,.55,.02,15.66%,2.53,-2.10,53.62%,<empty>,.19,-.26,.61,11.01,I,11.05,W,19 DEC 25,679,8.00,S,8.04,B,10,"3,148",+10.98%,-.45,.02,15.04%,0,+.83,46.17%,1.20%,-.16,-.24,.61,,
,,32,"54,093",-15.77%,.53,.02,15.46%,1.53,-1.82,52.02%,<empty>,.18,-.26,.62,10.36,B,10.40,I,19 DEC 25,680,8.38,I,8.40,I,216,"22,418",+21.75%,-.46,.02,14.87%,0,+1.74,47.85%,1.25%,-.16,-.24,.62,,
,,19,"4,147",-13.46%,.52,.02,15.26%,.53,-1.42,50.38%,<empty>,.18,-.25,.62,9.73,W,9.76,I,19 DEC 25,681,8.77,I,8.80,W,10,"2,799",+12.40%,-.48,.02,14.73%,0,+1.04,49.56%,1.31%,-.17,-.24,.62,,
,,3,"3,235",-8.21%,.50,.02,15.05%,0,-.82,48.69%,<empty>,.17,-.25,.62,9.10,I,9.15,C,19 DEC 25,682,9.18,W,9.21,I,15,"2,331",+14.38%,-.50,.02,14.57%,.47,+1.26,51.30%,1.37%,-.17,-.24,.62,,
,,22,"4,042",-19.04%,.48,.02,14.83%,0,-1.83,46.97%,<empty>,.17,-.25,.62,8.49,I,8.53,W,19 DEC 25,683,9.62,I,9.64,W,4,"5,273",+9.72%,-.52,.02,14.43%,1.47,+.89,53.08%,1.43%,-.18,-.23,.62,,
,,2,"2,746",-18.67%,.46,.02,14.68%,0,-1.63,45.21%,<empty>,.16,-.24,.62,7.94,W,7.97,W,19 DEC 25,684,10.07,D,10.12,I,0,869,0.00%,-.54,.02,14.31%,2.47,0,54.88%,1.50%,-.18,-.23,.62,,
,,28,"23,979",-11.76%,.45,.02,14.50%,0,-.99,43.42%,<empty>,.15,-.24,.61,7.38,U,7.43,M,19 DEC 25,685,10.49,B,10.63,C,8,"10,863",+5.38%,-.55,.02,14.16%,3.47,+.53,56.70%,1.57%,-.19,-.23,.61,,
,,0,"2,832",0.00%,.43,.02,14.32%,0,0,41.60%,<empty>,.15,-.23,.61,6.85,I,6.89,I,19 DEC 25,686,10.96,W,11.15,B,0,"1,344",0.00%,-.57,.02,14.03%,4.47,0,58.54%,1.64%,-.20,-.22,.61,,
,,16,"4,914",-21.40%,.41,.02,14.13%,0,-1.59,39.75%,<empty>,.14,-.23,.60,6.33,I,6.37,N,19 DEC 25,687,11.39,C,11.69,W,10,"1,568",+11.78%,-.59,.02,13.85%,5.47,+1.32,60.42%,1.71%,-.20,-.22,.60,,
,,0,"4,443",0.00%,.39,.02,13.99%,0,0,37.91%,<empty>,.14,-.22,.60,5.86,W,5.89,I,19 DEC 25,688,12.02,B,12.21,S,1,"1,843",+3.11%,-.61,.02,13.79%,6.47,+.37,62.24%,1.79%,-.21,-.21,.59,,
,,1,"3,695",-24.24%,.37,.02,13.80%,0,-1.52,36.03%,<empty>,.13,-.22,.59,5.38,W,5.41,W,19 DEC 25,689,12.55,E,12.80,W,0,"1,495",0.00%,-.63,.02,13.67%,7.47,0,64.09%,1.87%,-.21,-.21,.59,,
,,24,"45,200",-21.88%,.35,.02,13.64%,0,-1.28,34.16%,<empty>,.12,-.21,.58,4.94,W,4.97,D,19 DEC 25,690,13.16,T,13.36,W,8,"10,214",+4.57%,-.65,.02,13.56%,8.47,+.57,65.93%,1.96%,-.22,-.20,.58,,
,,0,"4,519",0.00%,.33,.02,13.50%,0,0,32.30%,<empty>,.12,-.20,.56,4.53,S,4.55,I,19 DEC 25,691,13.62,B,13.87,W,0,810,0.00%,-.67,.02,13.23%,9.47,0,68.01%,2.03%,-.22,-.19,.56,,
,,12,"4,602",-23.34%,.32,.02,13.39%,0,-1.16,30.49%,<empty>,.11,-.20,.55,4.14,M,4.19,W,19 DEC 25,692,14.37,S,14.66,E,1,"1,410",-43.70%,-.68,.02,13.38%,10.47,-12.03,69.51%,2.14%,-.22,-.19,.55,,
,,0,"3,248",0.00%,.30,.02,13.24%,0,0,28.65%,<empty>,.10,-.19,.54,3.76,U,3.82,E,19 DEC 25,693,14.89,B,15.27,E,0,306,0.00%,-.70,.02,13.13%,11.47,0,71.50%,2.22%,-.23,-.18,.53,,
,,0,"2,732",0.00%,.28,.02,13.05%,0,0,26.78%,<empty>,.10,-.18,.52,3.41,W,3.42,W,19 DEC 25,694,15.53,C,15.93,S,0,216,0.00%,-.72,.02,12.99%,12.47,0,73.33%,2.32%,-.23,-.17,.52,,
,,2,"25,343",-24.93%,.26,.02,12.95%,0,-.94,25.05%,<empty>,.09,-.17,.50,3.08,W,3.13,I,19 DEC 25,695,16.40,P,16.69,Z,0,"5,953",0.00%,-.74,.02,13.14%,13.47,0,74.67%,2.44%,-.23,-.17,.51,,
,,1,"2,443",-19.23%,.24,.02,12.84%,0,-.65,23.33%,<empty>,.08,-.17,.49,2.78,W,2.83,I,19 DEC 25,696,17.07,B,17.44,N,0,62,0.00%,-.75,.02,13.05%,14.47,0,76.33%,2.54%,-.24,-.16,.49,,
,,5,"2,942",-23.57%,.23,.02,12.74%,0,-.74,21.68%,<empty>,.08,-.16,.47,2.50,I,2.57,I,19 DEC 25,697,17.84,W,18.24,C,0,23,0.00%,-.77,.01,13.08%,15.47,0,77.74%,2.66%,-.24,-.16,.47,,
,,0,"4,100",0.00%,.21,.01,12.59%,0,0,20.00%,<empty>,.07,-.15,.45,2.25,D,2.27,W,19 DEC 25,698,18.58,C,18.92,W,0,35,0.00%,-.79,.01,12.92%,16.47,0,79.43%,2.76%,-.24,-.15,.45,,
,,50,"2,986",-25.81%,.19,.01,12.49%,0,-.64,18.45%,<empty>,.07,-.14,.42,2.01,I,2.04,B,19 DEC 25,699,19.16,C,19.73,S,0,44,0.00%,-.80,.01,12.67%,17.47,0,81.23%,2.86%,-.24,-.14,.43,,
,,26,"109,211",-27.39%,.18,.01,12.40%,0,-.63,16.96%,<empty>,.06,-.13,.40,1.80,D,1.82,D,19 DEC 25,700,20.20,U,20.46,C,48,"2,061",+13.19%,-.81,.01,12.84%,18.47,+2.54,82.23%,2.99%,-.24,-.14,.41,,
,,2,"2,631",-28.64%,.16,.01,12.33%,0,-.59,15.58%,<empty>,.06,-.12,.38,1.61,I,1.63,I,19 DEC 25,701,20.92,N,21.23,C,0,1,0.00%,-.83,.01,12.62%,19.47,0,83.87%,3.10%,-.23,-.12,.39,,
,,1,"4,295",-23.91%,.15,.01,12.24%,0,-.44,14.23%,<empty>,.05,-.12,.36,1.43,W,1.45,I,19 DEC 25,702,21.65,Q,22.23,S,0,1,0.00%,-.84,.01,12.68%,20.47,0,84.94%,3.23%,-.23,-.12,.37,,
,,8,"3,479",-26.16%,.14,.01,12.17%,0,-.45,12.98%,<empty>,.05,-.11,.34,1.27,W,1.29,Q,19 DEC 25,703,22.50,Q,22.98,C,0,20,0.00%,-.86,.01,12.53%,21.47,0,86.34%,3.34%,-.23,-.11,.35,,
,,0,"2,024",0.00%,.12,.01,12.14%,0,0,11.87%,<empty>,.04,-.10,.32,1.14,I,1.15,U,19 DEC 25,704,23.27,Z,23.79,Z,0,2,0.00%,-.87,.01,12.30%,22.47,0,87.84%,3.46%,-.22,-.10,.32,,
,,3,"18,772",-20.16%,.11,.01,12.10%,0,-.26,10.81%,<empty>,.04,-.09,.30,1.01,I,1.03,I,19 DEC 25,705,24.30,Z,24.76,N,0,79,0.00%,-.87,.01,12.68%,23.47,0,88.14%,3.60%,-.22,-.10,.32,,
,,0,"2,935",0.00%,.10,.01,12.04%,0,0,9.77%,<empty>,.04,-.09,.28,.89,M,.91,I,19 DEC 25,706,25.23,T,25.77,Z,0,5,0.00%,-.88,.01,12.96%,24.47,0,88.58%,3.75%,-.22,-.10,.31,,
,,277,"15,916",-29.13%,.09,.01,12.01%,0,-.30,8.86%,<empty>,.03,-.08,.26,.79,M,.81,D,19 DEC 25,707,26.09,Z,26.63,Z,<empty>,0,<empty>,-.89,.01,12.87%,25.47,0,89.65%,3.87%,-.21,-.09,.29,,
,,1,"1,943",-30.61%,.08,.01,12.01%,0,-.30,8.06%,<empty>,.03,-.08,.24,.71,U,.72,D,19 DEC 25,708,26.87,T,27.56,N,0,1,0.00%,-.90,.01,12.71%,26.47,0,90.75%,4.00%,-.20,-.08,.27,,
,,0,"1,347",0.00%,.08,.01,12.02%,0,0,7.33%,<empty>,.03,-.07,.23,.63,I,.65,C,19 DEC 25,709,27.81,N,28.51,S,<empty>,3,<empty>,-.90,.01,12.86%,27.47,0,91.29%,4.14%,-.20,-.08,.26,,
,,6,"51,360",-23.61%,.07,.01,12.02%,0,-.17,6.64%,<empty>,.02,-.07,.21,.56,I,.58,I,19 DEC 25,710,28.79,Z,29.31,S,0,9,0.00%,-.91,.01,12.77%,28.47,0,92.17%,4.27%,-.18,-.08,.24,,
,,0,"2,830",0.00%,.06,.01,12.03%,0,0,6.02%,<empty>,.02,-.06,.19,.50,I,.52,I,19 DEC 25,711,29.81,T,30.41,S,<empty>,0,<empty>,-.91,.01,13.37%,29.47,0,91.94%,4.42%,-.19,-.08,.25,,
,,0,"3,863",0.00%,.06,.01,12.10%,0,0,5.53%,<empty>,.02,-.06,.18,.46,U,.47,I,19 DEC 25,712,30.79,T,31.40,Z,<empty>,2,<empty>,-.91,.01,13.65%,30.47,0,92.18%,4.57%,-.19,-.08,.24,,
,,0,"1,315",0.00%,.05,.01,12.12%,0,0,5.01%,<empty>,.02,-.05,.17,.41,D,.42,W,19 DEC 25,713,31.67,N,32.16,T,<empty>,0,<empty>,-.92,.01,13.21%,31.47,0,93.45%,4.69%,-.16,-.07,.22,,
,,0,"1,332",0.00%,.05,.01,12.17%,0,0,4.57%,<empty>,.02,-.05,.16,.37,I,.38,W,19 DEC 25,714,31.97,Q,33.22,Z,<empty>,0,<empty>,-.94,.00,11.87%,32.47,0,95.82%,4.78%,-.10,-.05,.17,,
,,97,"11,950",-33.33%,.04,.00,12.26%,0,-.15,4.22%,<empty>,.02,-.05,.15,.34,U,.35,W,19 DEC 25,715,33.63,N,34.11,N,0,2,0.00%,-.93,.00,13.67%,33.47,0,93.95%,4.97%,-.16,-.07,.21,,
,,0,592,0.00%,.04,.00,12.29%,0,0,3.83%,<empty>,.01,-.04,.14,.31,N,.31,W,19 DEC 25,716,33.56,Q,36.06,E,0,0,0.00%,-.93,.00,13.71%,34.47,0,94.42%,5.11%,-.15,-.07,.20,,
,,0,"3,052",0.00%,.04,.00,12.38%,0,0,3.53%,<empty>,.01,-.04,.13,.28,I,.29,I,19 DEC 25,717,34.50,X,37.23,I,<empty>,2,<empty>,-.93,.00,14.32%,35.47,0,94.15%,5.27%,-.15,-.07,.20,,
,,0,866,0.00%,.03,.00,12.41%,0,0,3.20%,<empty>,.01,-.04,.12,.25,I,.26,I,19 DEC 25,718,35.48,A,38.05,I,<empty>,0,<empty>,-.93,.00,14.15%,36.47,0,94.84%,5.40%,-.14,-.07,.19,,
,,0,"1,524",0.00%,.03,.00,12.50%,0,0,2.95%,<empty>,.01,-.04,.11,.23,I,.24,U,19 DEC 25,719,36.46,H,38.99,E,<empty>,0,<empty>,-.93,.00,14.27%,37.47,0,95.14%,5.54%,-.13,-.06,.19,,
,,0,"12,983",0.00%,.03,.00,12.58%,0,0,2.71%,<empty>,.01,-.03,.10,.21,I,.22,W,19 DEC 25,720,37.45,I,39.97,C,0,77,0.00%,-.94,.00,14.52%,38.47,0,95.28%,5.68%,-.12,-.06,.18,,
,,2,"8,942",-20.00%,.02,.00,13.19%,0,-.04,1.93%,<empty>,.01,-.03,.08,.15,I,.16,W,19 DEC 25,725,42.40,X,45.10,H,<empty>,0,<empty>,-.93,.00,16.39%,43.47,0,95.26%,6.42%,-.13,-.07,.19,,
,,0,"10,550",0.00%,.02,.00,13.82%,0,0,1.41%,<empty>,.01,-.02,.06,.11,I,.12,W,19 DEC 25,730,47.33,H,49.87,X,0,0,0.00%,-.94,.00,17.21%,48.47,0,96.16%,7.13%,-.10,-.07,.17,,
,,0,"9,669",0.00%,.01,.00,14.61%,0,0,1.12%,<empty>,.00,-.02,.05,.09,I,.10,W,19 DEC 25,735,52.30,H,54.82,I,<empty>,0,<empty>,-.94,.00,18.63%,53.47,0,96.39%,7.86%,-.09,-.08,.17,,
,,0,"26,690",0.00%,.01,.00,15.27%,0,0,0.87%,<empty>,.00,-.02,.04,.07,W,.08,U,19 DEC 25,740,57.27,H,59.82,H,0,0,0.00%,-.94,.00,20.19%,58.47,0,96.48%,8.59%,-.08,-.08,.17,,
,,0,"6,886",0.00%,.01,.00,16.06%,0,0,0.72%,<empty>,.00,-.01,.03,.06,W,.07,W,19 DEC 25,745,62.24,C,64.80,C,0,0,0.00%,-.94,.00,21.70%,63.47,0,96.59%,9.32%,-.08,-.05,.17,,
,,0,"15,653",0.00%,.01,.00,17.13%,0,0,0.68%,<empty>,.00,-.01,.03,.06,I,.07,I,19 DEC 25,750,67.23,C,69.90,J,0,0,0.00%,-.94,.00,23.60%,68.47,0,96.45%,10.06%,-.09,-.09,.18,,
,,0,"4,291",0.00%,.01,.00,17.83%,0,0,0.56%,<empty>,.00,-.01,.03,.05,I,.06,W,19 DEC 25,755,72.21,I,74.86,H,<empty>,0,<empty>,-.93,.00,25.08%,73.47,0,96.55%,10.79%,-.08,-.06,.18,,
,,0,"3,371",0.00%,.01,.00,18.84%,0,0,0.53%,<empty>,.00,-.01,.03,.05,N,.06,W,19 DEC 25,760,77.19,E,79.73,E,<empty>,0,<empty>,-1.00,.00,--,78.47,0,100.00%,11.51%,.00,.00,.00,,
,,3,"4,103",+33.33%,.00,.00,19.41%,0,+.01,0.42%,<empty>,.00,-.01,.02,.04,I,.05,W,19 DEC 25,765,82.16,Q,84.71,E,<empty>,0,<empty>,-1.00,.00,--,83.47,0,100.00%,12.24%,.00,.00,.00,,
,,0,"1,702",0.00%,.00,.00,20.37%,0,0,0.40%,<empty>,.00,-.01,.02,.04,I,.05,I,19 DEC 25,770,87.16,E,89.69,E,<empty>,0,<empty>,-1.00,.00,--,88.47,0,100.00%,12.97%,.00,.00,.00,,
,,0,"1,480",0.00%,.00,.00,20.79%,0,0,0.31%,<empty>,.00,-.01,.02,.03,I,.04,I,19 DEC 25,775,92.15,X,94.77,N,<empty>,0,<empty>,-1.00,.00,--,93.47,0,100.00%,13.71%,.00,.00,.00,,
,,0,"13,418",0.00%,.00,.00,21.72%,0,0,0.30%,<empty>,.00,-.01,.02,.03,W,.04,I,19 DEC 25,780,97.13,H,99.66,E,<empty>,0,<empty>,-1.00,.00,--,98.47,0,100.00%,14.44%,.00,.00,.00,,
,,0,"14,511",0.00%,.00,.00,22.63%,0,0,0.28%,<empty>,.00,-.01,.02,.03,I,.04,I,19 DEC 25,785,102.12,X,104.65,E,0,0,<empty>,-1.00,.00,--,103.47,0,100.00%,15.17%,.00,.00,.00,,
,,0,"13,258",0.00%,.00,.00,23.54%,0,0,0.27%,<empty>,.00,-.01,.02,.03,I,.04,W,19 DEC 25,790,107.10,I,109.76,I,<empty>,0,<empty>,-1.00,.00,--,108.47,0,100.00%,15.91%,.00,.00,.00,,
,,0,"2,267",0.00%,.00,.00,23.66%,0,0,0.20%,<empty>,.00,-.01,.01,.02,W,.03,W,19 DEC 25,795,112.08,H,114.62,C,0,0,<empty>,-1.00,.00,--,113.47,0,100.00%,16.63%,.00,.00,.00,,
,,0,"6,038",0.00%,.00,.00,24.57%,0,0,0.19%,<empty>,.00,-.01,.01,.02,I,.03,W,19 DEC 25,800,117.08,I,119.66,C,0,0,0.00%,-1.00,.00,--,118.47,0,100.00%,17.37%,.00,.00,.00,,
,,0,"10,319",0.00%,.00,.00,25.39%,0,0,0.18%,<empty>,.00,-.01,.01,.02,I,.03,I,19 DEC 25,805,122.08,A,124.65,C,<empty>,0,<empty>,-1.00,.00,--,123.47,0,100.00%,18.10%,.00,.00,.00,,
,,0,"5,597",0.00%,.00,.00,26.24%,0,0,0.18%,<empty>,.00,-.01,.01,.02,N,.03,W,19 DEC 25,810,127.05,T,129.60,C,<empty>,0,<empty>,-1.00,.00,--,128.47,0,100.00%,18.82%,.00,.00,.00,,
,,0,"3,650",0.00%,.00,.00,27.08%,0,0,0.17%,<empty>,.00,-.01,.01,.02,N,.03,I,19 DEC 25,815,132.08,I,134.59,H,<empty>,0,<empty>,-1.00,.00,--,133.47,0,100.00%,19.56%,.00,.00,.00,,
,,0,"17,230",0.00%,.00,.00,27.92%,0,0,0.16%,<empty>,.00,-.01,.01,.02,I,.03,I,19 DEC 25,820,137.10,I,139.60,C,<empty>,0,<empty>,-1.00,.00,--,138.47,0,100.00%,20.30%,.00,.00,.00,,
,,10,"14,385",+50.00%,.00,.00,28.74%,0,+.01,0.16%,<empty>,.00,-.01,.01,.02,D,.03,W,19 DEC 25,825,142.04,N,144.60,C,<empty>,0,<empty>,-1.00,.00,--,143.47,0,100.00%,21.02%,.00,.00,.00,,
,,0,"14,097",0.00%,.00,.00,29.56%,0,0,0.15%,<empty>,.00,-.01,.01,.02,D,.03,C,19 DEC 25,830,146.98,I,149.59,X,<empty>,0,<empty>,-1.00,.00,--,148.47,0,100.00%,21.75%,.00,.00,.00,,
,,0,"12,819",0.00%,.00,.00,29.07%,0,0,0.10%,<empty>,.00,.00,.01,.01,I,.02,D,19 DEC 25,835,152.06,T,154.60,I,<empty>,1,<empty>,-1.00,.00,--,153.47,0,100.00%,22.49%,.00,.00,.00,,
,,0,"25,636",0.00%,.00,.00,29.84%,0,0,0.09%,<empty>,.00,.00,.01,.01,I,.02,W,19 DEC 25,840,157.07,H,159.60,E,0,0,0.00%,-1.00,.00,--,158.47,0,100.00%,23.23%,.00,.00,.00,,

26 DEC 25  (25)  100 (Weeklys)
,,Volume,Open.Int,%Change,Delta,Gamma,Impl Vol,Intrinsic,Net Chng,Prob.ITM,ROR,Rho,Theta,Vega,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,%Change,Delta,Gamma,Impl Vol,Intrinsic,Net Chng,Prob.ITM,ROR,Rho,Theta,Vega,,
,,<empty>,0,<empty>,.90,.00,138.72%,281.53,0,89.55%,<empty>,.04,-.57,.22,281.26,E,283.80,H,26 DEC 25,400,.03,W,.04,I,0,317,0.00%,.00,.00,66.68%,0,0,0.18%,0.01%,.00,-.01,.01,,
,,<empty>,0,<empty>,.90,.00,134.95%,276.53,0,89.74%,<empty>,.05,-.55,.22,276.26,E,278.88,I,26 DEC 25,405,.04,N,.05,W,0,283,0.00%,.00,.00,66.62%,0,0,0.22%,0.01%,.00,-.01,.01,,
,,0,0,0.00%,.90,.00,130.91%,271.53,0,90.01%,<empty>,.05,-.54,.22,271.20,H,273.86,I,26 DEC 25,410,.04,N,.05,I,0,122,0.00%,.00,.00,65.14%,0,0,0.23%,0.01%,.00,-.01,.01,,
,,<empty>,0,<empty>,.90,.00,127.24%,266.53,0,90.20%,<empty>,.05,-.52,.22,266.26,I,268.84,I,26 DEC 25,415,.04,I,.05,I,<empty>,73,<empty>,.00,.00,63.73%,0,0,0.23%,0.01%,.00,-.01,.01,,
,,<empty>,0,<empty>,.90,.00,123.50%,261.53,0,90.42%,<empty>,.05,-.51,.22,261.23,I,263.84,H,26 DEC 25,420,.04,W,.05,I,0,274,0.00%,.00,.00,62.26%,0,0,0.23%,0.01%,.00,-.01,.01,,
,,0,10,0.00%,.90,.00,120.00%,256.53,0,90.60%,<empty>,.05,-.49,.22,256.26,H,258.85,I,26 DEC 25,425,.04,I,.06,I,<empty>,300,<empty>,.00,.00,61.44%,0,0,0.25%,0.01%,.00,-.01,.01,,
,,<empty>,0,<empty>,.91,.00,116.61%,251.53,0,90.76%,<empty>,.05,-.48,.22,251.30,I,253.86,H,26 DEC 25,430,.05,W,.06,N,0,224,0.00%,.00,.00,60.56%,0,0,0.28%,0.01%,.00,-.01,.01,,
,,<empty>,0,<empty>,.91,.00,113.21%,246.53,0,90.94%,<empty>,.05,-.47,.22,246.30,H,248.87,N,26 DEC 25,435,.05,W,.07,W,0,559,0.00%,.00,.00,59.61%,0,0,0.30%,0.01%,.00,-.01,.01,,
,,<empty>,0,<empty>,.91,.00,110.07%,241.53,0,91.06%,<empty>,.05,-.45,.22,241.35,C,243.91,H,26 DEC 25,440,.06,W,.07,I,0,435,0.00%,.00,.00,58.65%,0,0,0.33%,0.01%,.00,-.01,.01,,
,,<empty>,0,<empty>,.91,.00,106.85%,236.53,0,91.22%,<empty>,.06,-.44,.22,236.38,C,238.90,H,26 DEC 25,445,.06,W,.08,W,0,341,0.00%,.00,.00,57.66%,0,0,0.35%,0.02%,.00,-.01,.01,,
,,<empty>,0,<empty>,.91,.00,103.74%,231.53,0,91.35%,<empty>,.06,-.43,.22,231.38,C,233.94,H,26 DEC 25,450,.07,W,.08,I,0,144,0.00%,.00,.00,56.65%,0,0,0.38%,0.02%,.00,-.01,.01,,
,,<empty>,3,<empty>,.91,.00,100.55%,226.53,0,91.52%,<empty>,.06,-.41,.22,226.41,C,228.88,I,26 DEC 25,455,.07,I,.08,I,0,67,0.00%,.00,.00,55.28%,0,0,0.38%,0.02%,.00,-.01,.01,,
,,<empty>,0,<empty>,.91,.00,97.64%,221.53,0,91.62%,<empty>,.06,-.40,.22,221.41,C,223.95,H,26 DEC 25,460,.08,W,.09,W,0,272,0.00%,.00,.00,54.56%,0,0,0.43%,0.02%,.00,-.02,.02,,
,,<empty>,0,<empty>,.91,.00,94.56%,216.53,0,91.78%,<empty>,.06,-.39,.22,216.38,C,218.94,I,26 DEC 25,465,.09,U,.10,W,0,333,0.00%,.00,.00,53.79%,0,0,0.47%,0.02%,.00,-.02,.02,,
,,<empty>,0,<empty>,.91,.00,91.81%,211.53,0,91.87%,<empty>,.06,-.38,.22,211.41,C,213.99,C,26 DEC 25,470,.10,N,.10,I,0,177,0.00%,.00,.00,52.69%,0,0,0.50%,0.02%,.00,-.02,.02,,
,,<empty>,0,<empty>,.91,.00,88.92%,206.53,0,91.99%,<empty>,.07,-.37,.22,206.45,H,208.94,H,26 DEC 25,475,.10,W,.11,W,<empty>,288,<empty>,.00,.00,51.58%,0,0,0.53%,0.02%,.00,-.02,.02,,
,,<empty>,2,<empty>,.91,.00,86.17%,201.53,0,92.09%,<empty>,.07,-.35,.22,201.43,C,203.99,I,26 DEC 25,480,.11,I,.12,W,0,543,0.00%,.00,.00,50.71%,0,0,0.58%,0.02%,.00,-.02,.02,,
,,0,1,0.00%,.92,.00,83.55%,196.53,0,92.16%,<empty>,.07,-.34,.22,196.48,X,199.00,X,26 DEC 25,485,.12,U,.13,W,<empty>,128,<empty>,.00,.00,49.80%,0,0,0.63%,0.03%,.00,-.02,.02,,
,,<empty>,0,<empty>,.92,.00,81.19%,191.53,0,92.16%,<empty>,.08,-.34,.22,191.52,T,194.11,H,26 DEC 25,490,.12,I,.13,N,0,452,0.00%,.00,.00,48.43%,0,0,0.64%,0.03%,.00,-.02,.02,,
,,<empty>,0,<empty>,.92,.00,78.21%,186.53,0,92.36%,<empty>,.08,-.32,.22,186.45,I,189.03,H,26 DEC 25,495,.13,I,.14,W,0,173,0.00%,.00,.00,47.49%,0,0,0.69%,0.03%,.00,-.02,.03,,
,,<empty>,1,<empty>,.92,.00,76.07%,181.53,0,92.31%,<empty>,.08,-.32,.22,181.53,C,184.15,H,26 DEC 25,500,.14,N,.15,W,74,"2,007",0.00%,-.01,.00,46.52%,0,0,0.74%,0.03%,.00,-.02,.03,,
,,0,1,0.00%,.92,.00,73.41%,176.53,0,92.42%,<empty>,.08,-.30,.22,176.58,N,179.05,H,26 DEC 25,505,.15,I,.16,W,0,241,0.00%,-.01,.00,45.50%,0,0,0.80%,0.03%,.00,-.02,.03,,
,,0,0,0.00%,.92,.00,71.05%,171.53,0,92.45%,<empty>,.09,-.30,.23,171.55,I,174.14,I,26 DEC 25,510,.16,N,.17,W,0,294,0.00%,-.01,.00,44.47%,0,0,0.85%,0.03%,.00,-.03,.03,,
,,<empty>,2,<empty>,.92,.00,68.65%,166.53,0,92.50%,<empty>,.09,-.29,.23,166.58,T,169.13,I,26 DEC 25,515,.17,I,.18,I,0,259,0.00%,-.01,.00,43.43%,0,0,0.91%,0.03%,.00,-.03,.03,,
,,0,4,0.00%,.92,.00,66.64%,161.53,0,92.42%,<empty>,.10,-.28,.23,161.63,E,164.26,C,26 DEC 25,520,.19,W,.19,W,0,237,0.00%,-.01,.00,42.52%,0,0,0.99%,0.04%,.00,-.03,.04,,
,,<empty>,0,<empty>,.92,.00,64.08%,156.53,0,92.53%,<empty>,.10,-.27,.23,156.63,I,159.17,A,26 DEC 25,525,.20,N,.21,W,0,416,0.00%,-.01,.00,41.55%,0,0,1.07%,0.04%,.00,-.03,.04,,
,,<empty>,1,<empty>,.92,.00,61.77%,151.53,0,92.57%,<empty>,.10,-.26,.23,151.63,I,154.17,H,26 DEC 25,530,.21,N,.22,W,<empty>,431,<empty>,-.01,.00,40.44%,0,0,1.13%,0.04%,.00,-.03,.04,,
,,<empty>,2,<empty>,.92,.00,59.60%,146.53,0,92.56%,<empty>,.11,-.25,.23,146.63,E,149.22,H,26 DEC 25,535,.23,U,.24,W,0,434,0.00%,-.01,.00,39.55%,0,0,1.25%,0.04%,.00,-.03,.05,,
,,<empty>,3,<empty>,.92,.00,57.56%,141.53,0,92.51%,<empty>,.11,-.24,.23,141.71,E,144.23,X,26 DEC 25,540,.24,I,.25,U,0,873,0.00%,-.01,.00,38.41%,0,0,1.31%,0.05%,-.01,-.03,.05,,
