Stock quote and option quote for SPY on 12/1/25 09:23:32

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
680.22,K,-3.17,680.21,P,680.22,Q,760 x 160,"13,108,100",678.81,681.86,678.74

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
80,1.08%,<empty>,1.831,Q,9/19/25,689.70,481.80,"1,024,182,000",1.009

1 DEC 25  (0)  100 (Weeklys)
,,Volume,Open.Int,%Change,Delta,Gamma,Impl Vol,Intrinsic,Net Chng,Prob.ITM,ROR,Rho,Theta,Vega,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,%Change,Delta,Gamma,Impl Vol,Intrinsic,Net Chng,Prob.ITM,ROR,Rho,Theta,Vega,,
,,0,126,0.00%,.89,.00,167.25%,330.22,0,86.89%,<empty>,17.18,-.61,.23,329.75,A,332.71,A,31 DEC 25,350,.02,W,.03,N,0,"2,052",0.00%,.00,.00,73.04%,0,0,0.13%,0.01%,.00,.00,.00,,
,,0,49,0.00%,.89,.00,163.03%,325.22,0,87.13%,<empty>,16.81,-.60,.23,324.94,X,327.74,T,31 DEC 25,355,.02,I,.03,I,0,"4,399",0.00%,.00,.00,71.61%,0,0,0.13%,0.01%,.00,.00,.00,,
,,0,23,0.00%,.89,.00,158.55%,320.22,0,87.44%,<empty>,16.49,-.58,.23,319.95,X,322.77,W,31 DEC 25,360,.02,W,.03,J,0,"1,195",0.00%,.00,.00,70.08%,0,0,0.13%,0.01%,.00,.00,.00,,
,,0,36,0.00%,.89,.00,154.20%,315.22,0,87.74%,<empty>,16.17,-.57,.23,314.96,X,317.80,S,31 DEC 25,365,.02,W,.03,W,0,983,0.00%,.00,.00,68.75%,0,0,0.13%,0.01%,.00,.00,.00,,
,,0,31,0.00%,.89,.00,149.69%,310.22,0,88.08%,<empty>,15.88,-.55,.23,309.97,X,312.70,D,31 DEC 25,370,.03,H,.04,I,0,"1,388",0.00%,.00,.00,69.20%,0,0,0.17%,0.01%,.00,-.01,.01,,
,,0,62,0.00%,.89,.00,145.72%,305.22,0,88.33%,<empty>,15.54,-.54,.23,304.98,X,307.80,D,31 DEC 25,375,.03,W,.04,I,0,744,0.00%,.00,.00,67.70%,0,0,0.17%,0.01%,.00,-.01,.01,,
,,<empty>,86,<empty>,.90,.00,141.18%,300.22,0,88.70%,<empty>,15.30,-.52,.23,299.80,A,302.77,D,31 DEC 25,380,.03,I,.05,I,0,"1,015",0.00%,.00,.00,67.05%,0,0,0.20%,0.01%,.00,-.01,.01,,
,,0,91,0.00%,.90,.00,137.58%,295.22,0,88.89%,<empty>,14.93,-.51,.24,295.01,X,297.74,D,31 DEC 25,385,.03,W,.04,W,0,478,0.00%,.00,.00,64.89%,0,0,0.18%,0.01%,.00,-.01,.01,,
,,0,20,0.00%,.90,.00,133.83%,290.22,0,89.12%,<empty>,14.61,-.49,.24,290.02,X,292.79,D,31 DEC 25,390,.04,W,.05,N,0,"1,129",0.00%,.00,.00,64.91%,0,0,0.22%,0.01%,.00,-.01,.01,,
,,0,121,0.00%,.90,.00,129.56%,285.22,0,89.48%,<empty>,14.38,-.48,.23,284.85,A,287.73,D,31 DEC 25,395,.04,W,.05,N,0,776,0.00%,.00,.00,63.52%,0,0,0.22%,0.01%,.00,-.01,.01,,
,,0,225,0.00%,.90,.00,126.50%,280.22,0,89.57%,<empty>,13.98,-.47,.24,280.04,X,282.84,D,31 DEC 25,400,.04,W,.05,N,0,"6,839",0.00%,.00,.00,62.16%,0,0,0.22%,0.01%,.00,-.01,.01,,
,,0,86,0.00%,.90,.00,123.03%,275.22,0,89.77%,<empty>,13.65,-.46,.24,275.06,X,277.88,D,31 DEC 25,405,.05,W,.06,I,0,"1,083",0.00%,.00,.00,61.91%,0,0,0.27%,0.01%,.00,-.01,.01,,
,,0,123,0.00%,.90,.00,119.25%,270.22,0,90.05%,<empty>,13.39,-.44,.24,269.89,A,272.92,A,31 DEC 25,410,.05,I,.06,W,0,733,0.00%,.00,.00,60.53%,0,0,0.27%,0.01%,.00,-.01,.01,,
,,0,128,0.00%,.90,.00,115.60%,265.22,0,90.32%,<empty>,13.13,-.43,.24,264.88,A,267.82,D,31 DEC 25,415,.06,W,.07,I,2,764,-22.22%,.00,.00,60.11%,0,-.02,0.31%,0.02%,.00,-.01,.01,,
,,0,39,0.00%,.91,.00,112.53%,260.22,0,90.45%,<empty>,12.78,-.42,.24,259.91,A,262.92,S,31 DEC 25,420,.06,W,.07,I,0,787,0.00%,.00,.00,58.78%,0,0,0.31%,0.02%,.00,-.01,.01,,
,,0,255,0.00%,.91,.00,109.12%,255.22,0,90.68%,<empty>,12.51,-.40,.24,254.93,A,257.83,D,31 DEC 25,425,.07,W,.08,I,1,818,-82.61%,.00,.00,58.23%,0,-.38,0.36%,0.02%,.00,-.01,.01,,
,,0,51,0.00%,.91,.00,106.25%,250.22,0,90.79%,<empty>,12.15,-.39,.24,249.94,A,252.97,H,31 DEC 25,430,.07,W,.08,I,0,"1,010",0.00%,.00,.00,56.90%,0,0,0.36%,0.02%,.00,-.01,.01,,
,,0,68,0.00%,.91,.00,103.18%,245.22,0,90.96%,<empty>,11.85,-.38,.24,244.95,A,247.98,S,31 DEC 25,435,.08,I,.09,I,0,824,0.00%,.00,.00,56.25%,0,0,0.40%,0.02%,.00,-.01,.02,,
,,0,84,0.00%,.91,.00,100.17%,240.22,0,91.11%,<empty>,11.54,-.37,.24,239.97,A,242.98,W,31 DEC 25,440,.08,I,.09,N,1,"1,036",-57.89%,.00,.00,54.92%,0,-.11,0.41%,0.02%,.00,-.01,.02,,
,,0,20,0.00%,.91,.00,97.79%,235.22,0,91.12%,<empty>,11.12,-.36,.24,235.16,X,238.07,N,31 DEC 25,445,.09,W,.10,I,0,"1,331",0.00%,.00,.00,54.21%,0,0,0.45%,0.02%,.00,-.01,.02,,
,,0,98,0.00%,.91,.00,94.75%,230.22,0,91.30%,<empty>,10.85,-.35,.24,230.17,X,233.00,S,31 DEC 25,450,.10,W,.11,N,0,"7,049",0.00%,.00,.00,53.46%,0,0,0.50%,0.02%,.00,-.02,.02,,
,,0,72,0.00%,.91,.00,92.02%,225.22,0,91.42%,<empty>,10.53,-.34,.24,225.19,X,228.03,S,31 DEC 25,455,.10,I,.11,I,0,"1,260",0.00%,.00,.00,52.14%,0,0,0.50%,0.02%,.00,-.02,.02,,
,,0,126,0.00%,.91,.00,89.31%,220.22,0,91.53%,<empty>,10.21,-.33,.24,220.20,X,223.06,H,31 DEC 25,460,.11,I,.12,I,0,"1,011",0.00%,.00,.00,51.34%,0,0,0.55%,0.03%,.00,-.02,.02,,
,,0,49,0.00%,.91,.00,85.43%,215.22,0,92.00%,<empty>,10.17,-.31,.24,214.88,H,217.83,D,31 DEC 25,465,.12,I,.13,I,0,"1,265",0.00%,.00,.00,50.48%,0,0,0.60%,0.03%,.00,-.02,.02,,
,,0,199,0.00%,.92,.00,83.44%,210.22,0,91.93%,<empty>,9.72,-.31,.24,210.05,A,212.98,D,31 DEC 25,470,.13,N,.14,N,0,"2,208",0.00%,.00,.00,49.60%,0,0,0.64%,0.03%,.00,-.02,.02,,
,,0,108,0.00%,.92,.00,80.90%,205.22,0,92.03%,<empty>,9.42,-.30,.24,205.07,A,207.99,D,31 DEC 25,475,.14,I,.15,I,1,"1,261",-35.00%,.00,.00,48.69%,0,-.07,0.69%,0.03%,.00,-.02,.03,,
,,0,51,0.00%,.92,.00,78.13%,200.22,0,92.20%,<empty>,9.17,-.29,.24,199.95,H,203.01,D,31 DEC 25,480,.15,N,.16,N,0,"4,340",0.00%,.00,.00,47.76%,0,0,0.74%,0.03%,.00,-.02,.03,,
,,0,"1,381",0.00%,.92,.00,76.07%,195.22,0,92.17%,<empty>,8.77,-.28,.24,195.10,A,198.07,D,31 DEC 25,485,.15,W,.16,I,0,"2,120",0.00%,-.01,.00,46.48%,0,0,0.75%,0.03%,.00,-.02,.03,,
,,0,71,0.00%,.92,.00,73.78%,190.22,0,92.21%,<empty>,8.44,-.27,.24,190.11,A,193.14,S,31 DEC 25,490,.17,N,.17,I,0,"3,125",0.00%,-.01,.00,45.69%,0,0,0.82%,0.03%,.00,-.02,.03,,
,,0,205,0.00%,.92,.00,71.79%,185.22,0,92.16%,<empty>,8.05,-.27,.24,185.31,X,188.14,D,31 DEC 25,495,.17,I,.18,I,0,"1,784",0.00%,-.01,.00,44.56%,0,0,0.85%,0.04%,.00,-.02,.03,,
,,0,287,0.00%,.92,.00,69.12%,180.22,0,92.35%,<empty>,7.83,-.26,.24,180.15,A,183.15,D,31 DEC 25,500,.19,I,.20,I,0,"10,711",0.00%,-.01,.00,43.86%,0,0,0.95%,0.04%,.00,-.03,.04,,
,,0,122,0.00%,.92,.00,67.29%,175.22,0,92.26%,<empty>,7.42,-.25,.24,175.35,X,178.18,D,31 DEC 25,505,.20,N,.21,N,0,"1,810",0.00%,-.01,.00,42.84%,0,0,1.00%,0.04%,.00,-.03,.04,,
,,0,69,0.00%,.92,.00,64.65%,170.22,0,92.45%,<empty>,7.21,-.24,.24,170.19,A,173.16,D,31 DEC 25,510,.21,W,.23,W,0,"1,025",0.00%,-.01,.00,41.92%,0,0,1.08%,0.04%,.00,-.03,.04,,
,,0,408,0.00%,.92,.00,63.08%,165.22,0,92.27%,<empty>,6.76,-.24,.25,165.39,X,168.28,S,31 DEC 25,515,.22,N,.23,I,0,"1,414",0.00%,-.01,.00,40.77%,0,0,1.12%,0.04%,.00,-.03,.04,,
,,0,496,0.00%,.92,.00,60.46%,160.22,0,92.48%,<empty>,6.57,-.23,.24,160.23,A,163.23,D,31 DEC 25,520,.25,N,.26,I,0,"2,298",0.00%,-.01,.00,40.15%,0,0,1.26%,0.05%,-.01,-.03,.05,,
,,0,801,0.00%,.92,.00,58.40%,155.22,0,92.48%,<empty>,6.26,-.22,.25,155.25,A,158.25,D,31 DEC 25,525,.26,W,.27,I,0,"1,808",0.00%,-.01,.00,39.08%,0,0,1.32%,0.05%,-.01,-.03,.05,,
,,0,213,0.00%,.92,.00,56.25%,150.22,0,92.53%,<empty>,5.98,-.21,.25,150.27,A,153.21,D,31 DEC 25,530,.28,W,.29,I,0,"20,642",0.00%,-.01,.00,38.18%,0,0,1.43%,0.05%,-.01,-.03,.06,,
,,0,236,0.00%,.92,.00,54.36%,145.22,0,92.48%,<empty>,5.65,-.21,.25,145.30,A,148.27,D,31 DEC 25,535,.29,W,.30,I,0,"1,082",0.00%,-.01,.00,37.07%,0,0,1.50%,0.06%,-.01,-.03,.06,,
,,0,17,0.00%,.92,.00,54.65%,144.22,0,92.19%,<empty>,5.43,-.21,.25,144.48,X,147.44,P,31 DEC 25,536,.30,I,.32,I,0,186,0.00%,-.01,.00,37.07%,0,0,1.56%,0.06%,-.01,-.04,.06,,
,,0,8,0.00%,.92,.00,53.98%,143.22,0,92.30%,<empty>,5.43,-.21,.25,143.48,X,146.31,D,31 DEC 25,537,.31,I,.32,I,0,168,0.00%,-.01,.00,36.89%,0,0,1.59%,0.06%,-.01,-.04,.06,,
,,<empty>,14,<empty>,.92,.00,53.75%,142.22,0,92.23%,<empty>,5.33,-.21,.25,142.49,X,145.39,S,31 DEC 25,538,.32,N,.33,I,0,611,0.00%,-.01,.00,36.80%,0,0,1.63%,0.06%,-.01,-.04,.06,,
,,<empty>,33,<empty>,.92,.00,53.35%,141.22,0,92.23%,<empty>,5.28,-.21,.25,141.49,X,144.39,S,31 DEC 25,539,.32,I,.33,I,0,435,0.00%,-.01,.00,36.55%,0,0,1.64%,0.06%,-.01,-.04,.06,,
,,0,91,0.00%,.92,.00,52.34%,140.22,0,92.49%,<empty>,5.36,-.20,.25,140.32,A,143.26,D,31 DEC 25,540,.33,P,.34,I,0,"13,135",0.00%,-.01,.00,36.45%,0,0,1.69%,0.06%,-.01,-.04,.07,,
,,0,10,0.00%,.92,.00,52.46%,139.22,0,92.26%,<empty>,5.18,-.20,.25,139.50,X,142.34,D,31 DEC 25,541,.33,I,.34,I,0,759,0.00%,-.01,.00,36.19%,0,0,1.70%,0.06%,-.01,-.04,.07,,
,,0,39,0.00%,.92,.00,52.08%,138.22,0,92.25%,<empty>,5.12,-.20,.25,138.51,X,141.34,D,31 DEC 25,542,.34,N,.35,I,<empty>,294,<empty>,-.01,.00,36.08%,0,0,1.74%,0.06%,-.01,-.04,.07,,
,,<empty>,21,<empty>,.92,.00,51.54%,137.22,0,92.31%,<empty>,5.09,-.20,.25,137.51,X,140.27,D,31 DEC 25,543,.34,I,.35,I,<empty>,217,<empty>,-.01,.00,35.83%,0,0,1.75%,0.06%,-.01,-.04,.07,,
,,<empty>,19,<empty>,.92,.00,51.32%,136.22,0,92.23%,<empty>,5.00,-.20,.25,136.52,X,139.35,D,31 DEC 25,544,.34,I,.36,I,0,665,0.00%,-.01,.00,35.64%,0,0,1.78%,0.06%,-.01,-.04,.07,,
,,0,118,0.00%,.92,.00,50.88%,135.22,0,92.25%,<empty>,4.95,-.20,.25,135.52,X,138.33,D,31 DEC 25,545,.34,I,.35,I,0,520,0.00%,-.01,.00,35.31%,0,0,1.77%,0.06%,-.01,-.04,.07,,
,,<empty>,30,<empty>,.92,.00,50.40%,134.22,0,92.28%,<empty>,4.91,-.20,.25,134.53,X,137.28,D,31 DEC 25,546,.35,I,.37,I,<empty>,292,<empty>,-.01,.00,35.27%,0,0,1.84%,0.07%,-.01,-.04,.07,,
,,<empty>,17,<empty>,.92,.00,50.24%,133.22,0,92.18%,<empty>,4.80,-.20,.26,133.54,X,136.39,S,31 DEC 25,547,.35,I,.36,I,0,405,0.00%,-.01,.00,34.94%,0,0,1.82%,0.06%,-.01,-.04,.07,,
,,0,36,0.00%,.92,.00,50.37%,132.22,0,91.93%,<empty>,4.63,-.20,.26,132.43,C,135.77,A,31 DEC 25,548,.35,I,.38,I,0,723,0.00%,-.01,.00,34.83%,0,0,1.87%,0.07%,-.01,-.04,.07,,
,,<empty>,5,<empty>,.92,.00,49.49%,131.22,0,92.15%,<empty>,4.68,-.20,.26,131.55,X,134.40,S,31 DEC 25,549,.37,I,.38,I,0,507,0.00%,-.01,.00,34.71%,0,0,1.92%,0.07%,-.01,-.04,.08,,
,,0,375,0.00%,.92,.00,48.41%,130.22,0,92.47%,<empty>,4.78,-.19,.25,130.23,H,133.37,S,31 DEC 25,550,.38,I,.39,N,1,"7,570",-25.00%,-.02,.00,34.58%,0,-.14,1.97%,0.07%,-.01,-.04,.08,,
,,0,15,0.00%,.92,.00,48.71%,129.22,0,92.14%,<empty>,4.57,-.19,.26,129.56,X,132.39,D,31 DEC 25,551,.38,I,.39,I,0,557,0.00%,-.02,.00,34.32%,0,0,1.98%,0.07%,-.01,-.04,.08,,
,,<empty>,7,<empty>,.92,.00,48.30%,128.22,0,92.15%,<empty>,4.51,-.19,.26,128.57,X,131.37,D,31 DEC 25,552,.39,I,.40,I,0,411,0.00%,-.02,.00,34.20%,0,0,2.03%,0.07%,-.01,-.04,.08,,
,,0,12,0.00%,.92,.00,48.03%,127.22,0,92.09%,<empty>,4.43,-.19,.26,127.57,X,130.43,S,31 DEC 25,553,.39,I,.40,D,0,173,0.00%,-.02,.00,33.94%,0,0,2.04%,0.07%,-.01,-.04,.08,,
,,0,12,0.00%,.92,.00,47.81%,126.22,0,92.00%,<empty>,4.34,-.19,.26,126.58,X,129.51,S,31 DEC 25,554,.40,I,.41,I,0,573,0.00%,-.02,.00,33.80%,0,0,2.09%,0.07%,-.01,-.04,.08,,
,,0,331,0.00%,.92,.00,46.89%,125.22,0,92.25%,<empty>,4.40,-.19,.26,125.41,A,128.40,D,31 DEC 25,555,.41,N,.42,W,0,"4,726",0.00%,-.02,.00,33.67%,0,0,2.14%,0.07%,-.01,-.04,.08,,
,,<empty>,42,<empty>,.92,.00,46.60%,124.22,0,92.20%,<empty>,4.32,-.18,.26,124.41,A,127.45,S,31 DEC 25,556,.42,W,.43,I,0,447,0.00%,-.02,.00,33.53%,0,0,2.19%,0.08%,-.01,-.04,.08,,
,,0,48,0.00%,.92,.00,46.06%,123.22,0,92.27%,<empty>,4.30,-.18,.26,123.42,A,126.36,D,31 DEC 25,557,.42,I,.43,I,0,490,0.00%,-.02,.00,33.28%,0,0,2.20%,0.08%,-.01,-.04,.09,,
,,0,86,0.00%,.92,.00,46.30%,122.22,0,91.96%,<empty>,4.12,-.19,.26,122.43,A,125.67,D,31 DEC 25,558,.42,I,.44,I,0,155,0.00%,-.02,.00,33.07%,0,0,2.23%,0.08%,-.01,-.04,.09,,
,,0,12,0.00%,.92,.00,45.88%,121.22,0,91.96%,<empty>,4.07,-.19,.26,121.61,X,124.47,S,31 DEC 25,559,.43,I,.44,I,0,283,0.00%,-.02,.00,32.87%,0,0,2.26%,0.08%,-.01,-.04,.09,,
,,0,330,0.00%,.92,.00,45.00%,120.22,0,92.20%,<empty>,4.12,-.18,.26,120.44,A,123.38,D,31 DEC 25,560,.44,I,.45,U,0,"12,610",0.00%,-.02,.00,32.73%,0,0,2.31%,0.08%,-.01,-.05,.09,,
,,0,42,0.00%,.92,.00,44.64%,119.22,0,92.19%,<empty>,4.06,-.18,.26,119.45,A,122.38,D,31 DEC 25,561,.44,W,.44,I,0,528,0.00%,-.02,.00,32.41%,0,0,2.30%,0.08%,-.01,-.05,.09,,
,,0,42,0.00%,.92,.00,44.36%,118.22,0,92.13%,<empty>,3.99,-.18,.26,118.45,A,121.43,D,31 DEC 25,562,.45,I,.46,N,0,957,0.00%,-.02,.00,32.32%,0,0,2.37%,0.08%,-.01,-.05,.09,,
,,0,59,0.00%,.92,.00,44.06%,117.22,0,92.08%,<empty>,3.91,-.18,.26,117.64,X,120.28,D,31 DEC 25,563,.46,I,.47,I,0,598,0.00%,-.02,.00,32.17%,0,0,2.43%,0.08%,-.01,-.05,.09,,
,,0,348,0.00%,.92,.00,43.68%,116.22,0,92.07%,<empty>,3.86,-.18,.26,116.47,A,119.45,D,31 DEC 25,564,.47,N,.47,W,0,"1,627",0.00%,-.02,.00,31.96%,0,0,2.46%,0.08%,-.01,-.05,.09,,
,,0,280,0.00%,.92,.00,43.40%,115.22,0,92.01%,<empty>,3.79,-.18,.26,115.33,H,118.64,P,31 DEC 25,565,.48,N,.49,I,0,"2,148",0.00%,-.02,.00,31.86%,0,0,2.53%,0.09%,-.01,-.05,.10,,
,,<empty>,160,<empty>,.92,.00,43.01%,114.22,0,92.01%,<empty>,3.74,-.17,.26,114.48,A,117.48,D,31 DEC 25,566,.49,N,.50,I,0,628,0.00%,-.02,.00,31.70%,0,0,2.59%,0.09%,-.01,-.05,.10,,
,,0,65,0.00%,.92,.00,43.09%,113.22,0,91.75%,<empty>,3.59,-.18,.27,113.67,X,116.53,S,31 DEC 25,567,.49,I,.51,I,0,668,0.00%,-.02,.00,31.49%,0,0,2.62%,0.09%,-.01,-.05,.10,,
,,0,269,0.00%,.92,.00,42.23%,112.22,0,92.00%,<empty>,3.64,-.17,.27,112.50,A,115.44,D,31 DEC 25,568,.50,I,.51,I,0,"1,696",0.00%,-.02,.00,31.28%,0,0,2.65%,0.09%,-.01,-.05,.10,,
,,0,207,0.00%,.92,.00,42.38%,111.22,0,91.70%,<empty>,3.48,-.18,.27,111.68,X,114.54,N,31 DEC 25,569,.51,I,.52,I,0,"1,355",0.00%,-.02,.00,31.11%,0,0,2.71%,0.09%,-.01,-.05,.10,,
,,0,"1,963",0.00%,.92,.00,41.45%,110.22,0,91.99%,<empty>,3.54,-.17,.27,110.36,H,113.56,H,31 DEC 25,570,.52,D,.53,D,0,"2,649",0.00%,-.02,.00,30.95%,0,0,2.76%,0.09%,-.01,-.05,.11,,
,,0,128,0.00%,.92,.00,41.31%,109.22,0,91.85%,<empty>,3.44,-.17,.27,109.52,A,112.52,D,31 DEC 25,571,.53,I,.54,I,0,977,0.00%,-.02,.00,30.78%,0,0,2.82%,0.09%,-.01,-.05,.11,,
,,0,155,0.00%,.92,.00,40.98%,108.22,0,91.82%,<empty>,3.38,-.17,.27,108.53,A,111.53,D,31 DEC 25,572,.54,I,.55,I,0,319,0.00%,-.02,.00,30.61%,0,0,2.87%,0.10%,-.01,-.05,.11,,
,,0,380,0.00%,.92,.00,40.65%,107.22,0,91.78%,<empty>,3.32,-.17,.27,107.54,A,110.54,D,31 DEC 25,573,.55,N,.56,I,0,763,0.00%,-.02,.00,30.44%,0,0,2.93%,0.10%,-.01,-.05,.11,,
,,0,60,0.00%,.92,.00,40.32%,106.22,0,91.74%,<empty>,3.26,-.17,.27,106.55,A,109.55,D,31 DEC 25,574,.56,W,.56,U,0,392,0.00%,-.02,.00,30.22%,0,0,2.97%,0.10%,-.01,-.05,.11,,
,,0,440,0.00%,.92,.00,40.08%,105.22,0,91.65%,<empty>,3.19,-.17,.27,105.56,A,108.61,H,31 DEC 25,575,.57,W,.58,I,0,"4,890",0.00%,-.02,.00,30.09%,0,0,3.04%,0.10%,-.01,-.05,.12,,
,,<empty>,62,<empty>,.92,.00,39.68%,104.22,0,91.65%,<empty>,3.14,-.17,.27,104.61,I,107.54,S,31 DEC 25,576,.58,I,.59,I,0,419,0.00%,-.03,.00,29.91%,0,0,3.10%,0.10%,-.02,-.06,.12,,
,,0,252,0.00%,.92,.00,39.44%,103.22,0,91.55%,<empty>,3.07,-.17,.28,103.57,A,106.65,D,31 DEC 25,577,.58,Q,.59,N,0,314,0.00%,-.03,.00,29.65%,0,0,3.12%,0.10%,-.02,-.06,.12,,
,,0,599,0.00%,.92,.00,39.08%,102.22,0,91.53%,<empty>,3.02,-.17,.28,102.58,A,105.64,H,31 DEC 25,578,.59,N,.61,I,0,367,0.00%,-.03,.00,29.51%,0,0,3.20%,0.10%,-.02,-.06,.12,,
,,0,308,0.00%,.92,.00,38.50%,101.22,0,91.64%,<empty>,3.00,-.16,.28,101.45,H,104.65,S,31 DEC 25,579,.61,I,.62,I,0,420,0.00%,-.03,.00,29.37%,0,0,3.28%,0.11%,-.02,-.06,.12,,
,,0,206,0.00%,.92,.00,38.25%,100.22,0,91.55%,<empty>,2.93,-.16,.28,100.46,H,103.70,S,31 DEC 25,580,.62,I,.63,M,0,"7,973",0.00%,-.03,.00,29.18%,0,0,3.34%,0.11%,-.02,-.06,.13,,
,,0,451,0.00%,.92,.00,38.48%,99.22,0,91.17%,<empty>,2.79,-.17,.29,99.79,X,102.70,D,31 DEC 25,581,.63,N,.64,U,0,596,0.00%,-.03,.00,28.99%,0,0,3.40%,0.11%,-.02,-.06,.13,,
,,0,196,0.00%,.92,.00,37.53%,98.22,0,91.50%,<empty>,2.83,-.16,.28,98.48,H,101.68,S,31 DEC 25,582,.65,U,.65,I,0,318,0.00%,-.03,.00,28.84%,0,0,3.48%,0.11%,-.02,-.06,.13,,
,,0,752,0.00%,.92,.00,37.12%,97.22,0,91.51%,<empty>,2.79,-.16,.28,97.49,H,100.64,D,31 DEC 25,583,.66,W,.67,I,0,310,0.00%,-.03,.00,28.69%,0,0,3.56%,0.11%,-.02,-.06,.13,,
,,0,252,0.00%,.92,.00,37.01%,96.22,0,91.33%,<empty>,2.70,-.16,.28,96.65,A,99.62,D,31 DEC 25,584,.67,W,.67,H,0,669,0.00%,-.03,.00,28.46%,0,0,3.60%,0.11%,-.02,-.06,.13,,
,,0,228,0.00%,.92,.00,36.66%,95.22,0,91.30%,<empty>,2.65,-.16,.28,95.66,A,98.61,D,31 DEC 25,585,.68,I,.69,D,0,"4,598",0.00%,-.03,.00,28.30%,0,0,3.68%,0.12%,-.02,-.06,.14,,
,,0,250,0.00%,.91,.00,36.82%,94.22,0,90.94%,<empty>,2.52,-.17,.29,94.84,X,97.73,H,31 DEC 25,586,.68,I,.70,W,0,697,0.00%,-.03,.00,28.07%,0,0,3.73%,0.12%,-.02,-.06,.14,,
,,0,155,0.00%,.91,.00,36.14%,93.22,0,91.12%,<empty>,2.53,-.16,.29,93.68,A,96.70,D,31 DEC 25,587,.71,N,.72,I,0,934,0.00%,-.03,.00,27.98%,0,0,3.85%,0.12%,-.02,-.06,.14,,
,,0,153,0.00%,.91,.00,35.71%,92.22,0,91.14%,<empty>,2.49,-.16,.29,92.68,A,95.66,D,31 DEC 25,588,.71,I,.73,I,0,633,0.00%,-.03,.00,27.75%,0,0,3.89%,0.12%,-.02,-.06,.14,,
,,0,98,0.00%,.91,.00,35.52%,91.22,0,91.00%,<empty>,2.42,-.16,.29,91.71,A,94.72,S,31 DEC 25,589,.74,U,.75,I,0,465,0.00%,-.03,.00,27.65%,0,0,4.02%,0.13%,-.02,-.06,.15,,
,,0,824,0.00%,.91,.00,35.40%,90.22,0,90.81%,<empty>,2.34,-.16,.30,90.89,X,93.68,D,31 DEC 25,590,.76,U,.77,I,0,"9,431",0.00%,-.03,.00,27.51%,0,0,4.12%,0.13%,-.02,-.07,.15,,
,,0,"1,520",0.00%,.91,.00,35.23%,89.22,0,90.65%,<empty>,2.27,-.16,.30,89.91,X,92.77,D,31 DEC 25,591,.77,U,.77,I,0,469,0.00%,-.03,.00,27.27%,0,0,4.17%,0.13%,-.02,-.07,.15,,
,,0,246,0.00%,.91,.00,35.03%,88.22,0,90.51%,<empty>,2.20,-.16,.30,88.92,X,91.85,T,31 DEC 25,592,.78,I,.80,I,0,"2,026",0.00%,-.04,.00,27.13%,0,0,4.28%,0.13%,-.02,-.07,.16,,
,,0,42,0.00%,.91,.00,34.19%,87.22,0,90.80%,<empty>,2.22,-.16,.30,87.75,A,90.73,D,31 DEC 25,593,.78,I,.81,I,0,"1,458",0.00%,-.04,.00,26.89%,0,0,4.33%,0.13%,-.02,-.07,.16,,
,,0,349,0.00%,.91,.00,34.01%,86.22,0,90.65%,<empty>,2.15,-.16,.30,86.77,A,89.81,D,31 DEC 25,594,.80,I,.82,W,0,370,0.00%,-.04,.00,26.71%,0,0,4.42%,0.14%,-.02,-.07,.16,,
,,0,983,0.00%,.91,.00,33.59%,85.22,0,90.66%,<empty>,2.12,-.16,.30,85.79,A,88.75,D,31 DEC 25,595,.84,I,.85,I,0,"2,254",0.00%,-.04,.00,26.65%,0,0,4.58%,0.14%,-.02,-.07,.17,,
,,0,308,0.00%,.91,.00,33.07%,84.22,0,90.74%,<empty>,2.10,-.15,.30,84.66,H,87.78,D,31 DEC 25,596,.85,I,.86,W,0,"2,300",0.00%,-.04,.00,26.43%,0,0,4.66%,0.14%,-.02,-.07,.17,,
,,0,73,0.00%,.91,.00,33.38%,83.22,0,90.22%,<empty>,1.97,-.16,.31,84.00,X,86.84,D,31 DEC 25,597,.87,I,.88,I,0,"1,441",0.00%,-.04,.00,26.27%,0,0,4.77%,0.15%,-.02,-.07,.17,,
,,0,218,0.00%,.91,.00,32.88%,82.22,0,90.28%,<empty>,1.94,-.16,.31,82.84,A,85.91,S,31 DEC 25,598,.89,U,.90,U,0,"1,078",0.00%,-.04,.00,26.11%,0,0,4.88%,0.15%,-.02,-.07,.18,,
,,0,565,0.00%,.91,.00,33.01%,81.22,0,89.88%,<empty>,1.85,-.16,.32,82.03,X,85.02,C,31 DEC 25,599,.91,I,.92,I,0,"1,028",0.00%,-.04,.00,25.95%,0,0,4.99%,0.15%,-.03,-.07,.18,,
,,0,"10,088",0.00%,.91,.00,32.25%,80.22,0,90.14%,<empty>,1.85,-.16,.31,80.87,A,83.92,D,31 DEC 25,600,.93,D,.94,I,4,"36,502",+9.09%,-.04,.00,25.78%,0,+.08,5.11%,0.16%,-.03,-.07,.18,,
